7.632316244777E+017,#NadieMenos Unámonos en oración por todos los que sufren violencia  y pongamos en las manos de Dios todo lo que se puede hacer para frenarla,1018393945,1018393945,Gigi,1470803574000,0,0,
7.63225120961724E+017,Marcha esta politizada. #NadieMenos,519075773,519075773,Angel Negro,1470802023000,0,0,
7.63222307443704E+017,"#NadieMenos  La peor violencia sufren niños y niñas que sus mamas no le permiten nacer, q los asesinan.¿Quien los defiende?",1018393945,1018393945,Gigi,1470801352000,0,1,
7.63215891643327E+017,"La marcha ya esta politizada, #NadieMenos",519075773,519075773,Angel Negro,1470799823000,0,0,
7.63215688915882E+017,#NiUnaMenos se corrompió. Ya no sirve el HT. En su lugar propongo #NadieMenos,245639454,245639454,Javi #Beard ن ✞,1470799774000,0,0,
7.63215531709051E+017,"Demasiado tarde, la marcha ya esta politizada, #NadieMenos",519075773,519075773,Angel Negro,1470799737000,0,0,
7.63208406295536E+017,#NadieMenos #NadieMenos #NadieMenos #NadieMenos #NadieMenos #NadieMenos #NadieMenos #NadieMenos #NadieMenos #NadieMenos #NadieMenos #NadieMe,1924995439,1924995439,Jäck,1470798038000,0,0,
7.63187401837642E+017,"marcha es contra violencia,pero,no metan contrabando rojo
#NadieMenos y #NiUnaMas d mentiras y odios...pic.twitter.com/MjOytQ07sg",393079381,393079381,Humberto Olaechea,1470793030000,3,0,
7.63174753867821E+017,marcha es contra violencia,pero no nos metan contrabando rojo #NadieMenos y #NiUnaMas d mentiras y odios d marxistaspic.twitter.com/fJpqtME3sy,393079381,393079381,Humberto Olaechea,1470790015000,15,14
7.63170969833857E+017,"#NadieMenos, pena duras y pena de muerte a sicarios y reincidentes!!!",964679834,964679834,Leffty Juarez ن,1470789112000,0,0,
7.63169881130951E+017,"#NadieMenos
@Arianallna123 @layucadesusy @Oscar1371Oscar @gonzalez_3255 @aisia_ess @gabrielitaaa10 @evytame @maludfwhttps://twitter.com/jcpuertas/status/763131321350778880 …",3301075115,3301075115,Amino Mecum Be,1470788853000,1,5,
7.63165945804231E+017,Rostros de la violencia mediatica => adoctrinar a peruanos de bien con su agenda de muerte y anarquia #NadieMenos! https://twitter.com/elcomercio/status/763126752394838024 …,51164459,51164459,Miklos Lukacs,1470787915000,4,3,
7.63165442596712E+017,"entonces amigo debe ser #NadieMenos todos somos iguales,eso no dicen las feminazis?",198163011,198163011,Margarita_Patricia,1470787795000,0,0,
7.63884546173448E+017,Poder Judicial Feminicida | CIR Noticias 2016 https://youtu.be/bAokLUENj_w  vía @YouTube #NadieMenos tan simple,198163011,198163011,Margarita_Patricia,1470959242000,0,0,
7.63872004797702E+017,@A_Aguinaga 1ra ley q lideró cambios en el Perú y en toda Latinoamérica en temas d violencia familiar #NadieMenos pic.twitter.com/WyiHojlfgb,256809357,256809357,Susana Danino,1470956252000,10,8,
7.63840875755483E+017,..necesaria y urgente es la formación y educación. Estas píldoras son abortivas. #NadieMenos,3375698487,3375698487,Jimmy Suazo,1470948830000,0,0,
7.63838883893313E+017,#NadieMenos @ongimpactoperu https://www.instagram.com/p/BI-3kpFAQQz6E5-dSNt34b8Uw28Ft-zZgG7J7s0/ …,361528287,361528287,Carlos Quinto Arroyo,1470948356000,0,0,
7.63836208816546E+017,#NadieMenos,333713803,333713803,Pachi Nardone,1470947718000,17,3,
7.63833159507071E+017,"Basta de hipocresías, la violencia venga d donde venga se condena, y se condena  contra cualquiera #NadieMenos",256809357,256809357,Susana Danino,1470946991000,2,6,
7.63824733129355E+017,"Y como estos hay miles de insultos en redes, hasta hoy no se escucha ninguna indignación por los agravios a KF y Martha Chávez. #NadieMenos",256809357,256809357,Susana Danino,1470944982000,11,16,
7.63824246011245E+017,#NadieMenos https://twitter.com/berkeliana/status/763816946768883712 …,256809357,256809357,Susana Danino,1470944866000,2,2,
7.63818847434527E+017,"por ello yo digo eso no es para todas las mujeres,solo para las ovejas,nosotros vamos por #NadieMenos",198163011,198163011,Margarita_Patricia,1470943578000,2,3,
7.63814875432833E+017,#NadieMenos ,198163011,198163011,Margarita_Patricia,1470942631000,0,0,
7.63812900385485E+017,"Para decir #Niunamenos es necesario decir #Nadiemenos 
Yo estoy en contra del feminicidio,
#Noalaborto #sialavidahttp://fb.me/8j8fGOTkp ",540012871,540012871,UPCI,1470942161000,0,0,
7.63812259902685E+017,"Las etiquetas no unen, dividen. #NADIEMENOS http://fb.me/8a5C8nhTF ",358880073,358880073,Kevin López Apagüeño,1470942008000,0,0,
7.63799433838375E+017,"#NoCaigas
#CuidadoConElLobo
#ElDisfrazDeCordero
#SiAmasLaVidaProtegeATodos
#VaronYMujer
#NadieMenos http://fb.me/84Q6oVSQz ",60693272,60693272,Kellyta,1470938950000,0,0,
7.63790268306895E+017,#NadieMenos dejemos la hipocresía de lado.,198163011,198163011,Margarita_Patricia,1470936765000,0,0,
7.6378474776816E+017,"llega de Talara para ser operado de emergencia,con la fortaleza y confianza en alto, eso si,abrazos Coquito y #NadieMenos",198163011,198163011,Margarita_Patricia,1470935448000,0,0,
7.63782151535858E+017,#NadieMenos porque los ancianos nos han dado y forjaron un mundo donde hoy nos movemos,198163011,198163011,Margarita_Patricia,1470934829000,0,0,
7.63781964201537E+017,#NadieMenos porque desde nuestra concepción ya somos personas con derechos,198163011,198163011,Margarita_Patricia,1470934785000,0,0,
7.63781863546597E+017,"#NadieMenos porque las mujeres q elegimos ser amas de casa,somos tan mujeres como las profesionales",198163011,198163011,Margarita_Patricia,1470934761000,3,4,
7.63781744721998E+017,"#NadieMenos pq los hombres también necesitan educar,criar,compartir con sus hijos,a pesar q su relación no funciono",198163011,198163011,Margarita_Patricia,1470934732000,0,0,
7.63781563851149E+017,El #Feminismo es un peligro que cala cada vez más fuerte en nuestra sociedad. #NadieMenos,1444254469,1444254469,Chico Retraído,1470934689000,0,1,
