768608478340538369,@MoviRosario @MAlvaradoMR @MonicaFein @maxipullaro #inseguridadrosario y ni siguiera funciona #cuandollega como salir a esperar colectivos??,132186779,132186779,Rosarioblog Noticias,1472085515000.0,0,0
768608478340538369,@MoviRosario @MAlvaradoMR @MonicaFein @maxipullaro #inseguridadrosario y ni siguiera funciona #cuandollega como salir a esperar colectivos??,132186779,132186779,Rosarioblog Noticias,1472085515000.0,0,0
769312878134497281,"Ministro de gibierno Pablo Farias el unico q hablo de la marcha El ejecutivo reunido x boludeces, patente en cascos. #inseguridadrosario",2765971743,2765971743,Pablo,1472253457000.0,0,1
769192698041556993,Foto de la marcha de anoche #InseguridadRosario #AeroPro @Rosariotres @Rosario_Plus @funeshoypic.twitter.com/QR0fWaRgr1,205236883,205236883,Newells y nada más,1472224804000.0,1,0
769189302202929152,#Rosario #Inseguridad #BardelliActualidad #inseguridadrosario pic.twitter.com/T6cpn28gOP,70700981,70700981,Agustin Diaz,1472223995000.0,0,0
769188705009541120,#Rosario #Inseguridad #BardelliActualidad #inseguridadrosario pic.twitter.com/4drVOKCHiU,70700981,70700981,Agustin Diaz,1472223852000.0,0,0
769138795669258240,Miles de vecinos de todos los puntos de la ciudad dijeron BASTA de #InseguridadRosario A quien le quepa el sayo... pic.twitter.com/IHN8uG3oCf,7617272,7617272,Feni Rubio,1472211953000.0,5,5
770298249915801600,#Ahora @PedroLevyok desde el barrio Toba (Juan José Paso y Travesía) donde delincuentes desvalijaron una escuela #InseguridadRosario,121192745,121192745,De12a14,1472488388000.0,1,1
770295901831200768,#InseguridadRosario #Enrejados En ocho meses hubo un 30% más de trabajo para los herreros http://www.rosarionoticias.info/notas/en-lo-que-va-del-2016-hubo-un-30-mas-de-trabajo-para-los-herreros.html …pic.twitter.com/FIaYnxKjIA,226165045,226165045,Rosario Noticias,1472487829000.0,3,4
770283911943491584,Robo a una heladería en barrio Parque https://www.youtube.com/watch?v=VxrBUXkccOs … #InseguridadRosario,121192745,121192745,De12a14,1472484970000.0,1,0
770283748533342208,Asaltaron una estación de GNC https://www.youtube.com/watch?v=ZVr58kPn1w0 … #InseguridadRosario,121192745,121192745,De12a14,1472484931000.0,0,0
770282562996535296,Violento asalto a una estación de servicio https://www.youtube.com/watch?v=N4HDGSMlIjI … #InseguridadRosario,121192745,121192745,De12a14,1472484648000.0,1,1
770277767313252352,"#InseguridadRosario entradera en Génova al 7700. Robaron a una mujer jubilada dinero y TV, además maniataron a su hijo.",121192745,121192745,De12a14,1472483505000.0,1,0
770276144260247556,#Ahora @PedroLevyok desde Maipú al 1800. Desvalijaron una escuela de estimulación temprana #InseguridadRosario,121192745,121192745,De12a14,1472483118000.0,2,1
770274023225827332,Robo en la heladería Tento de Ovidio Lagos y 27 de Febrero. Todo quedó registrado en video #InseguridadRosario,121192745,121192745,De12a14,1472482612000.0,1,1
770273760993767424,"#InseguridadRosario La escuela San Juan Diego, ubicada en Juan José Paso al 1900, fue asaltada por sexta vez en lo que va del año.",121192745,121192745,De12a14,1472482550000.0,1,0
770574838343794688,#InseguridadRosario vía @lacapital @NormaLopezSF y los concejales sobre las propuestas de la intendenciahttp://www.lacapital.com.ar/entre-criticas-avanza-el-plan-la-intendenta-contra-el-delito-n1217244.html …,765898982,765898982,ConcejoRosFPV,1472554332000.0,4,1
770573241513549824,"#InseguridadRosario Seguridad, en la agenda. La opinión de los concejales y la postura de @NormaLopezSF  vía http://www.pagina12.com.ar/diario/suplementos/rosario/9-56224-2016-08-30.html …",765898982,765898982,ConcejoRosFPV,1472553951000.0,4,2
775399780054884352,"#RosarioInseguridad, parece ser que el #Socialismo se #ResisteAlRescatedelEjecutivo Es que @PatoBullrich abrirá causas cajoneadas",291515568,Sditomaso,Sara Di Tomaso,2016-09-12 15:24:48,0,0
775399780054884352,"#RosarioInseguridad, parece ser que el #Socialismo se #ResisteAlRescatedelEjecutivo Es que @PatoBullrich abrirá causas cajoneadas",291515568,Sditomaso,Sara Di Tomaso,2016-09-12 15:24:48,0,0
